ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
VGIR11	Valora RE III	Papel: CRIs	BTG Pactual	0,0072	R$0,68	R$437,72 M	R$97,13	13/03/2018	Títulos e Valores Mobiliários Gestão Ativa	4.506.414	0,00084	0,00608	0,00608	10
VIFI11	Vinci Instrumentos Financeiros	Papel: Fundo de Fundos	BRL Trust DTVM	0,0089	R$0,63	R$252,53 M	R$89,79	19/10/2018	Títulos e Valores Mobiliários Gestão Ativa	2.812.340	0,00073	0,00728	0,00728	10
VILG11	Vinci Logística	Tijolo: Galpões	BRL Trust DTVM	0,0073	R$0,64	R$1,71 B	R$113,80	24/05/2016	Renda Gestão Ativa	14.997.396	0,00076	0,00519	0,00519	10
VINO11	Vinci Offices	Tijolo: Escritórios	BRL Trust DTVM	0,01	R$0,54	R$738,53 M	R$58,27	10/07/2019	Renda Gestão Ativa	12.673.868	0,00118	0,00813	0,00813	10
VISC11	Vinci Shopping Centers	Tijolo: Shoppings	BRL Trust DTVM	0,006500000000000001	R$0,62	R$2,06 B	R$116,50	07/06/2013	Renda Gestão Ativa	17.696.234	0,00144	0,00426	0,00426	10
VIUR11	Vinci Imóveis Urbanos	Tijolo: Outros	BRL Trust DTVM	0,009300000000000001	R$0,67	R$257,34 M	R$95,50	29/01/2021	Renda Gestão Ativa	2.694.622	0,00045	0,00747	0,00747	6
VLJS11	Vector Queluz Lajes Corporativas	Tijolo: Escritórios	Planner Corretora de Valores	0,0	R$18,24	R$45,03 M	R$763,44	16/06/2011	Títulos e Valores Mobiliários Gestão Passiva	58.977	-1.0	-1.0	0	0
VLOL11	Vila Olímpia Corporate	Tijolo: Escritórios	Oliveira Trust	0,0052	R$0,50	R$173,26 M	R$97,07	26/03/2012	Renda Gestão Passiva	1.784.828	0,00038	0,00443	0,00443	10
VOTS11	Votorantim Securities Master	Papel: CRIs	Votorantim Asset Management	0,0074	R$0,64	R$80,54 M	R$97,28	13/07/2018	Títulos e Valores Mobiliários Gestão Ativa	827.913	0,00169	0,00627	0,00627	7
VPSI11	Polo Shopping Indaiatuba	Tijolo: Shoppings	Votorantim Asset Management	0,0	R$0,11	R$148,11 M	R$18,35	12/01/2012	Renda Gestão Passiva	8.071.897	-1.0	-1.0	0	0
VRTA11	Fator Verita	Papel: CRIs	Banco Fator	0,011899999999999999	R$1,20	R$951,61 M	R$95,16	02/03/2010	Títulos e Valores Mobiliários Gestão Ativa	10.000.000	0,00108	0,00900	0,00900	10
VSEC11	Votorantim Securities	Papel: CRIs	Votorantim Asset Management	0,004	R$0,30	R$6,23 M	R$99,37	14/01/2010	Títulos e Valores Mobiliários Gestão Ativa	62.735	0,00805	0,00588	0,00588	5
VSHO11	Votorantim Shopping	Tijolo: Shoppings	Votorantim Asset Management	0,0073	R$0,53	R$212,68 M	R$101,33	17/07/2018	Renda Gestão Ativa	2.098.800	0,00310	0,00479	0,00479	10
VSLH11	Versalhes Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0151	R$0,15	R$257,05 M	R$9,74	04/12/2020	Híbrido Gestão Ativa	26.400.000	0,00325	0,01346	0,01346	8
VTLT11	Votorantim Logística	Tijolo: Galpões	Votorantim Asset Management	0,0083	R$0,75	R$216,37 M	R$102,30	16/11/2017	Renda Gestão Ativa	2.115.000	0,00049	0,00710	0,00710	10
VVPR11	V2 Properties	Tijolo: Escritórios	BTG Pactual	0,0077	R$0,73	R$238,18 M	R$103,30	--/--/--	Renda Gestão Ativa	2.305.771	0,00077	0,00688	0,00688	10
VXXV11	VX XVI	Tijolo: Outros	Vórtx DTVM LTDA	0,0127	R$10,76	R$117,63 M	R$665,42	27/06/2019	Renda Gestão Ativa	176.778	-1.0	-1.0	0	0
WPLZ11	Shopping West Plaza	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,004	R$0,25	R$105,82 M	R$103,67	10/01/2008	Renda Gestão Passiva	1.020.747	0,00273	0,00344	0,00344	10
WTSP11B	Ourinvest RE I	Tijolo: Híbrido	Banco Ourinvest S.A.	0,008199999999999999	R$0,40	R$78,99 M	R$79,58	13/10/2017	Renda Gestão Ativa	992.565	0,00204	0,00509	0,00509	10
XPCI11	XP Crédito Imobiliário	Papel: CRIs	Vórtx DTVM LTDA	0,011399999999999999	R$1,00	R$622,86 M	R$94,85	31/07/2019	Títulos e Valores Mobiliários Gestão Ativa	6.567.021	0,00067	0,00940	0,00940	10
XPCM11	XP Corporate Macaé	Tijolo: Escritórios	Rio Bravo Investimentos	0,010700000000000001	R$0,21	R$168,50 M	R$69,78	08/01/2013	Renda Gestão Passiva	2.414.570	0,00159	0,00837	0,00837	10
XPHT11	XP Hotéis	Tijolo: Hotéis	Genial Investimentos Corretora de Valores Mobiliários S.A.	0,0037	R$0,34	R$330,30 M	R$86,82	19/04/2016	Renda Gestão Ativa	3.804.642	0,00070	0,00412	0,00412	10
XPIN11	XP Industrial	Tijolo: Galpões	Vórtx DTVM LTDA	0,0079	R$0,63	R$732,51 M	R$111,21	21/05/2018	Renda Gestão Ativa	6.586.568	0,00061	0,00622	0,00622	10
XPLG11	XP Log	Tijolo: Galpões	Vórtx DTVM LTDA	0,0072	R$0,64	R$2,97 B	R$109,53	29/05/2018	Híbrido Gestão Ativa	27.101.061	0,00053	0,00552	0,00552	10
XPML11	XP Malls FII	Tijolo: Shoppings	BTG Pactual	0,005699999999999999	R$0,50	R$1,95 B	R$104,21	04/10/2017	Renda Gestão Ativa	18.681.577	0,00150	0,00409	0,00409	10
XPPR11	XP PROPERTIES	Tijolo: Escritórios	Vórtx DTVM LTDA	0,0096	R$0,55	R$610,74 M	R$83,48	20/09/2019	Renda Gestão Ativa	7.316.171	0,00073	0,00743	0,00743	10
XPSF11	XP Selection Fundo de Fundos	Papel: Fundo de Fundos	XP Investimentos	0,0101	R$0,70	R$382,27 M	R$88,28	02/07/2019	Títulos e Valores Mobiliários Gestão Ativa	4.330.214	0,00050	0,00811	0,00811	10
XTED11	TRX Edifícios Corporativos	Tijolo: Escritórios	BTG Pactual	0,0513	R$0,32	R$26,14 M	R$13,50	19/09/2012	Títulos e Valores Mobiliários Gestão Ativa	1.936.237	0,00133	0,01406	0,01406	7
YUFI11	Yuca	Tijolo: Outros	BRL Trust DTVM	0,0	R$0,39	R$37,59 M	R$95,14	17/02/2020	Renda Gestão Ativa	395.150	-1.0	-1.0	0	0
