ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
HLOG11	Hedge Logística	Tijolo: Galpões	Hedge Investments DTVM LTDA	0,0060999999999999995	R$0,63	R$485,21 M	R$114,17	28/03/2017	Renda Gestão Ativa	4.250.000	0,00032	0,00564	0,00564	10
HOSI11	FII Housi	Tijolo: Outros	Vórtx DTVM LTDA	0,006	R$0,46	R$52,89 M	R$92,23	10/09/2019	Híbrido Gestão Ativa	573.450	0,00058	0,00636	0,00636	10
HPDP11	Hedge Shopping Parque Dom Pedro	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0043	R$0,35	R$279,23 M	R$95,99	22/11/2019	Renda Gestão Passiva	2.908.813	0,00149	0,00267	0,00267	9
HRDF11	Hedge Realty Development	Tijolo: Desenvolvimento	Hedge Investments DTVM LTDA	0,0	R$0,00	R$9,40 M	R$1,24	29/12/2012	Desenvolvimento para Venda Gestão Ativa	7.587.125	-1.0	-1.0	0	0
HREC11	Hedge Recebíveis	Papel: CRIs	Hedge Investments DTVM LTDA	0,0072	R$0,70	R$268,72 M	R$94,42	21/11/2019	Títulos e Valores Mobiliários Gestão Ativa	2.846.000	0,00136	0,00806	0,00806	9
HSAF11	HSI Ativos Financeiros	Papel: CRIs	BRL Trust DTVM	0,011000000000000001	R$1,00	R$168,88 M	R$95,22	15/06/2020	Títulos e Valores Mobiliários Gestão Ativa	1.773.624	0,00125	0,00971	0,00971	10
HSLG11	HSI Logística	Tijolo: Galpões	BRL Trust DTVM	0,0066	R$0,58	R$1,43 B	R$112,77	20/02/2019	Renda Gestão Ativa	12.660.067	0,00091	0,00531	0,00531	10
HSML11	HSI Mall	Tijolo: Shoppings	Santander Caceis Brasil DTVM	0,0067	R$0,52	R$1,50 B	R$95,10	07/03/2019	Renda Gestão Ativa	15.780.613	0,00148	0,00457	0,00457	10
HSRE11	HSI Renda Imobiliária	Tijolo: Híbrido	BRL Trust DTVM	0,005699999999999999	R$0,56	R$828,39 M	R$97,25	11/08/2006	Renda Gestão Ativa	8.518.064	0,00112	0,00502	0,00502	4
HTMX11	Hotel Maxinvest	Tijolo: Hotéis	BTG Pactual	0,0072	R$0,71	R$163,65 M	R$130,19	13/02/2007	Títulos e Valores Mobiliários Gestão Ativa	1.257.022	0,00207	0,00475	0,00475	10
HUSC11	Hospital Unimed Sul Capixaba	Tijolo: Hospital	Rio Bravo Investimentos	0,0064	R$0,78	R$103,63 M	R$130,42	09/11/2017	Desenvolvimento para Renda Gestão Passiva	794.613	0,00071	0,00557	0,00557	10
HUSI11	HUSI FII	Tijolo: Hospital	Planner Corretora de Valores	0,0	R$0,00	R$95,67 M	R$953,29	04/04/2018	Desenvolvimento para Renda Gestão Ativa	100.362	-1.0	-1.0	0	0
IBFF11	FOF Integral Brei	Papel: Fundo de Fundos	BTG Pactual	0,008100000000000001	R$0,50	R$51,12 M	R$76,69	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	666.681	0,00180	0,00628	0,00628	10
IFID11	IFI-D Inter	Papel: Fundo de Fundos	Inter DTVM	0,009899999999999999	R$0,83	R$66,52 M	R$88,91	30/11/2020	Renda Gestão Passiva	748.151	0,00109	0,00881	0,00881	7
IFIE11	IFI-E Inter	Papel: Fundo de Fundos	Inter DTVM	0,0066	R$0,50	R$73,98 M	R$82,16	19/02/2020	Renda Gestão Passiva	900.494	0,00105	0,00481	0,00481	10
IRDM11	Iridium Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,009399999999999999	R$1,05	R$2,72 B	R$96,97	27/02/2018	Títulos e Valores Mobiliários Gestão Ativa	28.000.000	0,00096	0,00919	0,00919	10
IRIM11	Iridium	Papel: Híbrido	BTG Pactual	0,0103	R$1,18	R$130,63 M	R$100,48	30/11/-0001	Híbrido Gestão Ativa	1.300.000	0,00000	0,01040	0,01040	1
JFLL11	JFL Living	Tijolo: Outros	Banco Genial	0,0084	R$0,62	R$145,16 M	R$96,74	30/11/-0001	Renda Gestão Ativa	1.500.598	0,00061	0,00705	0,00705	8
JPPA11	JPP Allocation Mogno	Papel: CRIs	Vórtx DTVM LTDA	0,010700000000000001	R$1,00	R$62,64 M	R$103,71	25/06/2018	Títulos e Valores Mobiliários Gestão Ativa	603.964	0,00126	0,00948	0,00948	10
JPPC11	JPP Capital	Tijolo: Desenvolvimento	Banco Finaxis	0,1923	R$55,00	R$30,28 M	R$550,61	30/10/2012	Híbrido Gestão Ativa	55.000	-1.0	-1.0	0	0
JRDM11	Shopping Jardim Sul	Tijolo: Shoppings	BTG Pactual	0,0032	R$0,20	R$222,02 M	R$88,00	02/01/2012	Renda Gestão Passiva	2.522.968	0,00127	0,00288	0,00288	10
JSRE11	JS Real Estate Multigestão	Tijolo: Escritórios	Banco J. Safra	0,0070999999999999995	R$0,53	R$2,35 B	R$113,37	23/02/2011	Híbrido Gestão Ativa	20.767.328	0,00041	0,00582	0,00582	10
JTPR11	JT Prev FII Desenvolvimento Habitacional	Tijolo: Desenvolvimento	Planner Corretora de Valores	0,0	R$1,63	R$24,28 M	R$113,11	19/09/2016	Desenvolvimento para Venda Gestão Ativa	214.675	-1.0	-1.0	0	0
KEVE11	Even II Kinea	Tijolo: Desenvolvimento	INTRAG DTVM	0,0	R$0,00	R$146,36 M	R$990,91	11/08/2020	Desenvolvimento para Venda Gestão Passiva	147.701	-1.0	-1.0	0	0
KFOF11	Kinea FII	Papel: Fundo de Fundos	INTRAG DTVM	0,006999999999999999	R$0,58	R$432,07 M	R$95,31	17/08/2018	Títulos e Valores Mobiliários Gestão Ativa	4.533.315	0,00149	0,00632	0,00632	10
KINP11	Even Permuta Kinea	Tijolo: Desenvolvimento	INTRAG DTVM	0,012199999999999999	R$0,17	R$56,06 M	R$7,84	30/11/-0001	Desenvolvimento para Venda Gestão Ativa	7.147.934	0,00666	0,01878	0,01878	4
KISU11	Kilima FIC de FII SUNO 30	Papel: Fundo de Fundos	Vórtx DTVM LTDA	0,0075	R$0,06	R$408,49 M	R$9,24	16/09/2020	Títulos e Valores Mobiliários Gestão Ativa	44.196.050	0,00063	0,00630	0,00630	9
KNCR11	Kinea Rendimentos Imobiliários	Papel: CRIs	INTRAG DTVM	0,005699999999999999	R$0,55	R$3,89 B	R$99,48	03/08/2012	Títulos e Valores Mobiliários Gestão Ativa	39.097.087	0,00095	0,00416	0,00416	10
KNHY11	Kinea High Yield CRI	Papel: CRIs	INTRAG DTVM	0,0102	R$1,07	R$1,40 B	R$97,90	20/06/2018	Títulos e Valores Mobiliários Gestão Ativa	14.290.843	0,00094	0,01074	0,01074	10
KNIP11	Kinea Índice de Preços	Papel: CRIs	INTRAG DTVM	0,011699999999999999	R$1,20	R$5,81 B	R$98,28	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	59.134.764	0,00097	0,01041	0,01041	10
KNRE11	Kinea II real Estate Equity	Tijolo: Desenvolvimento	INTRAG DTVM	0,0138	R$0,03	R$36,30 M	R$1,96	03/10/2011	Desenvolvimento para Venda Gestão Ativa	18.547.161	0,00955	0,01281	0,01281	10
KNRI11	Kinea Renda Imobiliária	Tijolo: Híbrido	INTRAG DTVM	0,0055000000000000005	R$0,77	R$3,80 B	R$157,34	07/07/2010	Renda Gestão Ativa	24.157.121	0,00037	0,00468	0,00468	10
KNSC11	Kinea Securities	Papel: CRIs	INTRAG DTVM	0,0126	R$1,24	R$726,23 M	R$91,34	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	7.951.254	0,00142	0,01017	0,01017	10
LASC11	Legatus Shoppings	Tijolo: Shoppings	Vórtx DTVM LTDA	0,0054	R$0,51	R$258,70 M	R$102,73	27/07/2019	Desenvolvimento para Renda Gestão Ativa	2.518.195	0,00135	0,00507	0,00507	7
LATR11B	Lateres	Tijolo: Desenvolvimento	Oliveira Trust	0,1209	R$14,50	R$1,46 M	R$11,77	19/11/2012	Desenvolvimento para Venda Gestão Ativa	124.104	-1.0	-1.0	0	0
LFTT11	Loft II	Tijolo: Desenvolvimento	Modal DTVM	0,0219	R$2,28	R$423,92 M	R$60,35	26/09/2018	Híbrido Gestão Ativa	7.024.543	0,00658	0,01724	0,01724	5
LGCP11	LOGCP Inter	Tijolo: Galpões	Inter DTVM	0,0066	R$0,55	R$270,37 M	R$98,93	05/09/2019	Renda Gestão Ativa	2.732.860	0,00087	0,00555	0,00555	10
LOFT11B	LOFT I	Tijolo: Desenvolvimento	MAF DTVM	0,0067	R$0,20	R$167,39 M	R$85,29	07/12/2016	Híbrido Gestão Ativa	1.962.500	0,00024	0,00737	0,00737	3
LUGG11	Luggo	Tijolo: Outros	Inter DTVM	0,0053	R$0,48	R$112,25 M	R$124,73	23/09/2019	Renda Gestão Ativa	900.000	0,00048	0,00521	0,00521	10
LVBI11	VBI LOGÍSTICO	Tijolo: Galpões	BTG Pactual	0,006500000000000001	R$0,65	R$1,35 B	R$114,71	11/10/2018	Renda Gestão Ativa	11.775.177	0,00084	0,00512	0,00512	10
MALL11	Malls Brasil Plural	Tijolo: Shoppings	Genial Investimentos Corretora de Valores	0,006	R$0,57	R$791,57 M	R$104,70	30/11/-0001	Renda Gestão Ativa	7.560.351	0,00067	0,00535	0,00535	10
MATV11	More Gestão Ativa de Recebíveis	Papel: CRIs	BTG Pactual	0,0	R$0,00	R$34,02 M	R$97,95	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	347.280	-1.0	-1.0	0	0
MAXR11	Max Retail	Tijolo: Varejo	BTG Pactual	0,008199999999999999	R$0,72	R$132,49 M	R$117,70	26/10/2009	Renda Gestão Passiva	1.125.655	0,00364	0,00728	0,00728	10
MBRF11	Mercantil do Brasil	Tijolo: Escritórios	Rio Bravo Investimentos	0,0098	R$7,50	R$116,23 M	R$1.143,32	22/06/2011	Renda Gestão Ativa	101.664	0,00072	0,00829	0,00829	10
MCCI11	Mauá Capital Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,01	R$1,00	R$1,24 B	R$100,24	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	12.417.281	0,00154	0,00808	0,00808	10
MCHF11	Mauá Capital Hedge Fund	Papel: Fundo de Fundos	BTG Pactual	0,01	R$0,10	R$83,04 M	R$10,00	11/08/2020	Títulos e Valores Mobiliários Gestão Ativa	8.307.646	0,00005	0,00997	0,00997	3
MCHY11	Maua Capital High Yield	Papel: CRIs	BTG Pactual	0,0097	R$1,30	R$354,10 M	R$100,11	14/06/2021	Não Informado	3.537.064	-1.0	-1.0	0	0
MFAI11	Mérito Fundo e Ações Imobiliárias	Híbrido (Tijolo/Papel)	Planner Trustee DTVM LTDA	0,0079	R$0,58	R$25,35 M	R$83,60	22/07/2019	Híbrido Gestão Ativa	303.173	0,00109	0,00769	0,00769	10
MFII11	Mérito Desenvolvimento Imobiliário	Tijolo: Desenvolvimento	Planner Corretora de Valores	0,0105	R$1,19	R$464,49 M	R$112,01	06/09/2012	Híbrido Gestão Ativa	4.146.900	0,00116	0,00858	0,00858	10
MGCR11	Mogno Certificados de Recebíveis Imobiliários High Grade	Papel: CRIs	BTG Pactual	0,009300000000000001	R$0,80	R$134,98 M	R$94,91	13/07/2020	Títulos e Valores Mobiliários Gestão Ativa	1.422.304	0,00086	0,00833	0,00833	10
MGFF11	Mogno Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0073	R$0,50	R$710,40 M	R$78,49	23/03/2018	Títulos e Valores Mobiliários Gestão Ativa	9.050.620	0,00028	0,00717	0,00717	10
MGHT11	Mogno Hoteis	Tijolo: Hotéis	BTG Pactual	0,0062	R$0,58	R$129,01 M	R$98,19	14/11/2019	Renda Gestão Ativa	1.313.784	0,00129	0,00668	0,00668	10
MGLG11	Mogno Logística	Tijolo: Galpões	BRL Trust DTVM	0,0043	R$0,30	R$112,79 M	R$97,68	09/02/2021	Renda Gestão Ativa	1.154.709	0,00350	0,00680	0,00680	2
MINT11	Mint Educacional	Tijolo: Educacional	Brasil Plural S.A. Banco Múltiplo	0,0	R$0,00	R$62,57 M	R$120,09	21/02/2020	Híbrido Gestão Ativa	521.013	-1.0	-1.0	0	0
MORE11	More Real Estate FOF	Papel: Fundo de Fundos	BTG Pactual	0,0086	R$0,70	R$216,14 M	R$93,20	20/12/2019	Títulos e Valores Mobiliários Gestão Ativa	2.319.115	0,00142	0,00707	0,00707	10
MTOF11	Alianza Multioffices	Tijolo: Escritórios	Oliveira Trust	0,0	R$0,00	R$164,75 M	R$91,38	18/11/2019	Títulos e Valores Mobiliários Gestão Ativa	1.802.900	-1.0	-1.0	0	0
MXRF11	Maxi Renda	Papel: CRIs	BTG Pactual	0,008	R$0,08	R$2,26 B	R$9,99	20/09/2011	Renda Gestão Ativa	226.039.663	0,00049	0,00730	0,00730	10
NAVT11	Navi Imobiliário Total Return	Papel: Fundo de Fundos	BTG Pactual	0,0083	R$0,60	R$96,59 M	R$91,60	08/07/2020	Títulos e Valores Mobiliários Gestão Ativa	1.054.507	0,00137	0,00682	0,00682	6
NEWL11	Newport Logística	Tijolo: Galpões	Brasil Plural S.A. Banco Múltiplo	0,0076	R$0,75	R$236,52 M	R$116,33	27/07/2018	Híbrido Gestão Ativa	2.033.099	0,00087	0,00836	0,00836	10
NEWU11	Newport Renda Urbana	Tijolo: Escritórios	Brasil Plural S.A. Banco Múltiplo	0,0033	R$0,11	R$46,23 M	R$62,30	20/12/2011	Híbrido Gestão Ativa	742.000	0,05076	0,02073	0,02073	8
NPAR11	Nestpar	Papel: CRIs	Planner Trustee DTVM LTDA	0,076	R$1,20	R$2,16 M	R$18,09	23/05/2016	Híbrido Gestão Ativa	119.590	0,11692	0,07878	0,07878	5
NSLU11	Hospital Nossa Senhora de Lourdes	Tijolo: Hospital	BTG Pactual	0,0084	R$1,86	R$244,41 M	R$213,50	17/03/2006	Renda Gestão Passiva	1.144.800	0,00095	0,00723	0,00723	10
NVHO11	Novo Horizonte	Tijolo: Hospital	Genial Investimentos Corretora de Valores	0,0058	R$0,07	R$514,16 M	R$12,39	18/09/2013	Desenvolvimento para Renda Gestão Ativa	41.494.533	0,00080	0,00500	0,00500	10
NVIF11B	Nova I	Tijolo: Desenvolvimento	MAF DTVM	0,0	R$0,30	R$57,32 M	R$169,88	12/03/2015	Híbrido Gestão Ativa	337.400	-1.0	-1.0	0	0
ONEF11	The One	Tijolo: Escritórios	Rio Bravo Investimentos	0,005	R$0,73	R$146,36 M	R$160,65	07/01/2011	Renda Gestão Passiva	911.000	0,00032	0,00474	0,00474	10
ORPD11	Ouro Verde Desenvolvimento Imobiliário I	Tijolo: Desenvolvimento	Planner Trustee DTVM LTDA	0,0104	R$1,38	R$44,03 M	R$151,81	29/04/2016	Títulos e Valores Mobiliários Gestão Ativa	290.000	-1.0	-1.0	0	0
OUFF11	Ourinvest Fundo de Fundos	Papel: Fundo de Fundos	Banco Ourinvest S.A.	0,0095	R$0,65	R$147,27 M	R$81,17	28/03/2019	Títulos e Valores Mobiliários Gestão Ativa	1.814.336	0,00110	0,00835	0,00835	10
OUJP11	OURINVEST JPP	Papel: CRIs	Finaxis CTVM SA	0,0101	R$0,90	R$335,73 M	R$103,23	30/11/2016	Títulos e Valores Mobiliários Gestão Ativa	3.252.384	0,00173	0,00787	0,00787	10
OULG11	Ourinvest Logistica	Tijolo: Galpões	Banco Ourinvest S.A.	0,0084	R$0,50	R$230,51 M	R$92,90	23/01/2013	Renda Gestão Ativa	2.481.284	0,00043	0,00718	0,00718	10
OURE11	Ourinvest Renda Estruturada	Papel: CRIs	Banco Ourinvest S.A.	0,0126	R$1,10	R$83,31 M	R$96,29	21/09/2017	Híbrido Gestão Ativa	865.162	0,00192	0,00927	0,00927	10
PABY11	Panamby	Tijolo: Desenvolvimento	BRKB DTVM	0,011200000000000002	R$0,13	R$-7,37 M	R$0,00	14/03/1995	Desenvolvimento para Venda Gestão Passiva	758.400	0,00000	0,00330	0,00330	1
PATC11	Pátria Edifícios Corporativos	Tijolo: Escritórios	Modal DTVM	0,0048	R$0,30	R$297,46 M	R$85,54	11/01/2018	Desenvolvimento para Renda Gestão Ativa	3.477.434	0,00051	0,00433	0,00433	10
PATL11	Pátria Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,008199999999999999	R$0,57	R$477,03 M	R$95,57	15/01/2020	Desenvolvimento para Renda Gestão Ativa	4.991.535	0,00073	0,00657	0,00657	10
PBLV11	Prologis Brazil Logistics Venture	Tijolo: Galpões	BRL Trust DTVM	0,0	R$26,39	R$4,01 B	R$1.340,79	05/12/2018	Híbrido Gestão Ativa	2.989.159	-1.0	-1.0	0	0
PEMA11	Performa Real Estate	Papel: CRIs	BRL Trust DTVM	0,0087	R$0,56	R$50,04 M	R$90,64	30/10/2019	Títulos e Valores Mobiliários Gestão Ativa	552.000	0,00420	0,00970	0,00970	2
PLCR11	Plural Recebíveis	Papel: CRIs	Brasil Plural S.A. Banco Múltiplo	0,0113	R$1,00	R$196,93 M	R$93,37	31/07/2019	Híbrido Gestão Ativa	2.109.169	0,00093	0,00904	0,00904	10
PLOG11	Plural Logística	Tijolo: Galpões	Banco Genial	0,0091	R$0,72	R$71,57 M	R$95,42	01/12/2020	Renda Gestão Ativa	750.000	0,00269	0,00680	0,00680	7
PLRI11	Polo Recebíveis Imobiliários I	Papel: CRIs	Oliveira Trust	0,006500000000000001	R$0,28	R$46,70 M	R$48,93	01/08/2011	Títulos e Valores Mobiliários Gestão Ativa	954.304	0,00181	0,00547	0,00547	10
PORD11	Polo Recebíveis Imobiliários II	Papel: CRIs	Oliveira Trust	0,0096	R$0,91	R$369,09 M	R$99,00	19/09/2012	Títulos e Valores Mobiliários Gestão Ativa	3.728.375	0,00076	0,00897	0,00897	10
PQAG11	Parque Anhanguera	Tijolo: Galpões	Hedge Investments DTVM LTDA	0,0062	R$0,37	R$795,65 M	R$56,87	31/03/2011	Desenvolvimento para Renda Gestão Ativa	13.991.890	0,00039	0,00548	0,00548	10
PQDP11	Parque Dom Pedro Shopping Center	Tijolo: Shoppings	BTG Pactual	0,0074	R$15,15	R$865,74 M	R$3.630,29	12/05/2009	Renda Gestão Passiva	238.477	0,00240	0,00354	0,00354	10
PRSN11B	Personale I	Tijolo: Desenvolvimento	Oliveira Trust	0,0175	R$0,01	R$19,77 M	R$0,38	26/07/2011	Desenvolvimento para Venda Gestão Ativa	51.699.979	0,00931	0,01730	0,01730	4
PRSV11	Presidente Vargas	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,0132	R$1,62	R$46,79 M	R$239,97	31/10/2008	Renda Gestão Passiva	195.000	0,00083	0,00547	0,00547	10
PRTS11	Multi Properties	Tijolo: Shoppings	Banco Modal S.A.	0,0	R$0,00	R$3,73 M	R$0,07	30/11/-0001	Renda Gestão Ativa	55.727.500	-1.0	-1.0	0	0
PVBI11	VBI Prime Properties	Tijolo: Escritórios	BTG Pactual	0,006500000000000001	R$0,56	R$1,00 B	R$99,71	05/03/2020	Renda Gestão Ativa	10.039.625	0,00051	0,00557	0,00557	10
QAGR11	Quasar Agro	Tijolo: Outros	BTG Pactual	0,0073	R$0,38	R$301,13 M	R$59,75	04/11/2019	Renda Gestão Ativa	5.040.000	0,00106	0,00699	0,00699	10
QAMI11	Quasar Crédito Imobiliário	Papel: CRIs	Banco Genial	0,013000000000000001	R$1,24	R$74,06 M	R$92,42	22/02/2021	Híbrido Gestão Ativa	801.398	0,00317	0,00947	0,00947	6
QIRI11	Quatá Imob Recebíveis Imobiliários	Papel: Fundo de Fundos	BRL Trust DTVM	0,005699999999999999	R$0,49	R$13,45 M	R$89,66	07/05/2020	Títulos e Valores Mobiliários Gestão Passiva	150.000	0,00112	0,00663	0,00663	10
RBCO11	RB Capital Office Income	Tijolo: Escritórios	BRL Trust DTVM	0,008199999999999999	R$0,41	R$379,89 M	R$100,53	30/11/-0001	Renda Gestão Ativa	3.779.001	0,00057	0,00665	0,00665	10
RBDS11	RB Capital Desenvolvimento Residencial II	Tijolo: Desenvolvimento	Oliveira Trust	0,196	R$2,35	R$3,30 M	R$26,11	06/08/2010	Desenvolvimento para Venda Gestão Ativa	126.523	0,03000	0,02720	0,02720	10
RBED11	Rio Bravo Renda Educacional	Tijolo: Educacional	Rio Bravo Investimentos	0,008	R$1,06	R$303,74 M	R$150,24	20/09/2011	Desenvolvimento para Renda Gestão Ativa	2.021.621	0,00038	0,00709	0,00709	10
RBFF11	Rio Bravo IFIX	Papel: Fundo de Fundos	BRL Trust DTVM	0,0079	R$0,47	R$253,56 M	R$67,63	22/03/2013	Títulos e Valores Mobiliários Gestão Ativa	3.749.215	0,00076	0,00713	0,00713	10
RBGS11	RB Capital General Shopping Sulacap	Tijolo: Shoppings	Oliveira Trust	0,0040999999999999995	R$0,13	R$97,80 M	R$90,72	10/05/2011	Renda Gestão Passiva	1.078.000	0,00323	0,00471	0,00471	10
RBHG11	Rio Bravo Crédito Imobiliário High Grade	Papel: CRIs	BRL Trust DTVM	0,0113	R$0,90	R$166,45 M	R$96,35	17/07/2019	Títulos e Valores Mobiliários Gestão Ativa	1.727.582	0,00112	0,00822	0,00822	10
RBHY11	Rio Bravo Crédito Imobiliário High Yield	Papel: CRIs	BRL Trust DTVM	0,011200000000000002	R$1,10	R$157,39 M	R$99,51	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	1.581.644	0,00209	0,01030	0,01030	7
RBIR11	RB Capital Desenvolvimento Residencial IV	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,00	R$146,75 M	R$96,00	11/10/2019	Desenvolvimento para Venda Gestão Ativa	1.528.615	-1.0	-1.0	0	0
RBLG11	RB Capital Logístico	Tijolo: Galpões	BTG Pactual	0,008100000000000001	R$0,75	R$69,31 M	R$108,27	06/07/2020	Renda Gestão Ativa	640.199	0,00150	0,00460	0,00460	2
RBRD11	RB Capital Renda II	Tijolo: Varejo	Votorantim Asset Management	0,0034000000000000002	R$0,18	R$133,41 M	R$72,04	13/08/2007	Renda Gestão Passiva	1.851.786	0,00097	0,00113	0,00113	10
RBRF11	RBR Alpha Multiestratégia Real Estate	Papel: Fundo de Fundos	BTG Pactual	0,0078000000000000005	R$0,60	R$1,18 B	R$86,11	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	13.680.770	0,00081	0,00713	0,00713	10
RBRL11	RBR LOG	Tijolo: Galpões	BRL Trust DTVM	0,008199999999999999	R$0,75	R$713,31 M	R$106,67	27/11/2019	Híbrido Gestão Ativa	6.687.035	0,00069	0,00641	0,00641	10
RBRM11	RBR Desenvolvimento	Tijolo: Desenvolvimento	BTG Pactual	0,0001	R$8,90	R$74,55 M	R$138.305,60	04/10/2016	Renda Gestão Ativa	539	-1.0	-1.0	0	0
RBRP11	RBR Properties	Tijolo: Escritórios	BRL Trust DTVM	0,006	R$0,45	R$1,04 B	R$85,35	30/11/-0001	Renda Gestão Ativa	12.179.187	0,00090	0,00507	0,00507	10
RBRR11	RBR Rendimento High Grade	Papel: CRIs	BTG Pactual	0,0092	R$0,90	R$1,03 B	R$99,78	18/04/2018	Títulos e Valores Mobiliários Gestão Ativa	10.362.300	0,00110	0,00755	0,00755	10
RBRS11	Rio Bravo Renda Residencial	Tijolo: Desenvolvimento	Rio Bravo Investimentos	0,0062	R$0,42	R$125,76 M	R$90,51	02/03/2020	Renda Gestão Ativa	1.389.471	0,00062	0,00519	0,00519	10
RBRY11	BR Crédito Imobiliário Estruturado	Papel: CRIs	BTG Pactual	0,0088	R$0,90	R$351,57 M	R$103,49	17/04/2018	Títulos e Valores Mobiliários Gestão Ativa	3.397.153	0,00121	0,00780	0,00780	10
RBTS11	RB Capital TFO Situs	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$0,00	R$59,09 M	R$1.045,46	18/01/2018	Híbrido Gestão Ativa	56.525	-1.0	-1.0	0	0
RBVA11	Rio Bravo Renda Varejo	Tijolo: Bancário	Rio Bravo Investimentos	0,0084	R$0,87	R$1,31 B	R$113,35	28/08/2013	Renda Gestão Ativa	11.588.199	0,00098	0,00816	0,00816	10
RBVO11	Rio Bravo Crédito Imobiliário II	Papel: CRIs	Rio Bravo Investimentos	0,0036	R$0,05	R$11,11 M	R$21,54	19/06/2012	Não Informado	515.824	0,00158	0,00291	0,00291	10
RCFA11	Grupo RCFA	Tijolo: Desenvolvimento	Terra Investimentos DTVM	0,0	R$0,00	R$18,24 M	R$1,56	13/06/2017	Desenvolvimento para Venda Gestão Passiva	11.678.533	-1.0	-1.0	0	0
RCFF11	BR Desenvolvimento Comercial Feeder FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,0213	R$2,00	R$30,83 M	R$95,38	06/02/2020	Títulos e Valores Mobiliários Gestão Ativa	323.200	0,00000	0,02870	0,02870	1
RCRB11	Rio Bravo Renda Corporativa	Tijolo: Escritórios	Rio Bravo Investimentos	0,0066	R$0,95	R$716,83 M	R$194,23	23/12/1999	Renda Gestão Ativa	3.690.695	0,00062	0,00535	0,00535	10
RCRI11B	RB Capital Rendimentos	Papel: CRIs	Oliveira Trust	0,0066	R$7,94	R$33,28 M	R$652,36	21/11/2017	Títulos e Valores Mobiliários Gestão Ativa	51.012	-1.0	-1.0	0	0
RDPD11	BB Renda de Papeis Imobiliários II	Papel: CRIs	Votorantim Asset Management	0,0076	R$0,50	R$76,15 M	R$70,63	28/12/2017	Títulos e Valores Mobiliários Gestão Ativa	1.078.042	0,00218	0,00649	0,00649	10
RECR11	REC Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0109	R$1,09	R$1,84 B	R$95,19	21/07/2017	Títulos e Valores Mobiliários Gestão Ativa	19.379.213	0,00164	0,01099	0,01099	10
RECT11	UBS (BR) Office	Indefinido	BRL Trust DTVM	0,0073	R$0,51	R$759,13 M	R$92,81	20/12/2018	Híbrido Gestão Ativa	8.179.347	0,00068	0,00721	0,00721	10
RECX11	Rec Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0101	R$0,90	R$17,48 M	R$88,20	30/11/2020	Títulos e Valores Mobiliários Gestão Ativa	198.151	0,00102	0,00913	0,00913	6
REIT11	Singulare Fundo de Investimento Imobiliário	Papel: CRIs	Singulare CTVM	0,0263	R$21,58	R$13,95 M	R$530,74	10/03/2014	Títulos e Valores Mobiliários Gestão Ativa	26.291	0,00376	0,01662	0,01662	5
RELG11	Rec Logística	Tijolo: Galpões	BRL Trust DTVM	0,0088	R$0,75	R$127,91 M	R$95,84	17/05/2020	Híbrido Gestão Ativa	1.334.562	0,00101	0,00757	0,00757	10
RFOF11	RB Capital I Fundo de Fundos	Papel: Fundo de Fundos	BRL Trust DTVM	0,008	R$0,63	R$93,08 M	R$86,33	30/09/2019	Títulos e Valores Mobiliários Gestão Ativa	1.078.164	0,00039	0,00764	0,00764	10
RMAI11	Reag Multi Ativos Imobiliários	Tijolo: Escritórios	Reag DTVM	0,0074	R$0,26	R$270,93 M	R$110,86	27/03/2013	Renda Gestão Ativa	2.443.800	0,00263	0,01375	0,01375	6
RNDP11	BB Renda de Papéis Imobiliários	Papel: CRIs	Votorantim Asset Management	0,003	R$2,00	R$82,03 M	R$763,22	17/04/2012	Títulos e Valores Mobiliários Gestão Ativa	107.481	0,00137	0,00524	0,00524	8
RNGO11	Rio Negro	Tijolo: Escritórios	Rio Bravo Investimentos	0,006	R$0,35	R$271,30 M	R$101,38	09/05/2012	Renda Gestão Passiva	2.676.000	0,00063	0,00614	0,00614	10
RRCI11	RB Capital Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0106	R$0,84	R$46,95 M	R$97,45	10/07/2013	Renda Gestão Ativa	481.757	0,00163	0,00779	0,00779	10
