ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
BBPO11	BB Progressivo II	Tijolo: Bancário	Votorantim Asset Management	0,0089	R$0,82	R$1,53 B	R$95,88	30/09/2011	Renda Gestão Passiva	15.919.690	0,00072	0,00899	0,00899	10
BBRC11	BB Renda Corporativa	Tijolo: Bancário	Votorantim Asset Management	0,0085	R$0,85	R$180,31 M	R$113,40	29/12/2010	Desenvolvimento para Renda Gestão Passiva	1.590.000	0,00037	0,00760	0,00760	10
BCFF11	BTG Pactual Fundo de Fundos	Papel: Fundo de Fundos	BTG Pactual	0,0070999999999999995	R$0,50	R$2,02 B	R$80,10	27/08/2009	Títulos e Valores Mobiliários Gestão Ativa	25.186.378	0,00048	0,00616	0,00616	10
BCIA11	Bradesco Carteira Imobiliária Ativa	Papel: Fundo de Fundos	Banco Bradesco	0,0075	R$0,64	R$388,19 M	R$104,38	03/11/2014	Títulos e Valores Mobiliários Gestão Ativa	3.719.038	0,00052	0,00648	0,00648	10
BCRI11	Banestes Recebíveis Imobiliários	Papel: CRIs	BRL Trust DTVM	0,0102	R$1,11	R$662,18 M	R$105,82	28/04/2015	Títulos e Valores Mobiliários Gestão Ativa	6.257.873	0,00178	0,01038	0,01038	10
BICE11	Brio Crédito Estruturado	Papel: CRIs	BRL Trust DTVM	0,0	R$0,00	R$10,42 M	R$939,94	16/10/2020	Títulos e Valores Mobiliários Gestão Ativa	11.091	-1.0	-1.0	0	0
BICR11	Inter Títulos Imobiliários	Papel: CRIs	Inter DTVM	0,005600000000000001	R$0,55	R$49,65 M	R$99,30	05/07/2019	Renda Gestão Ativa	500.000	0,00106	0,00339	0,00339	10
BLCP11	Bluecap Renda Logística	Tijolo: Galpões	BTG Pactual	0,0049	R$0,40	R$196,70 M	R$102,35	27/01/2020	Renda Gestão Ativa	1.921.803	0,00073	0,00600	0,00600	7
BLMC11	Bluemacaw Crédito Imobiliário	Papel: CRIs	BTG Pactual	0,010700000000000001	R$1,05	R$40,00 M	R$100,12	22/01/2021	Títulos e Valores Mobiliários Gestão Ativa	399.500	0,00080	0,00970	0,00970	2
BLMG11	Bluemacaw Logística	Tijolo: Galpões	Vórtx DTVM LTDA	0,009399999999999999	R$0,90	R$388,04 M	R$101,83	13/11/2019	Renda Gestão Ativa	3.810.588	0,00141	0,00849	0,00849	8
BLMO11	Bluemacaw Office Fund II	Tijolo: Escritórios	BRL Trust DTVM	0,0	R$0,00	R$98,40 M	R$25.916,25	04/12/2019	Híbrido Gestão Ativa	3.797	-1.0	-1.0	0	0
BLMR11	Bluemacaw Renda+ FOF	Papel: Fundo de Fundos	BRL Trust DTVM	0,0087	R$0,07	R$225,46 M	R$8,83	04/08/2020	Títulos e Valores Mobiliários Gestão Ativa	25.541.630	0,00118	0,00746	0,00746	8
BMII11	Brasilio Machado	Tijolo: Escritórios	Rio Bravo Investimentos	0,0	R$0,23	R$68,76 M	R$491,13	18/08/1997	Desenvolvimento para Renda Gestão Ativa	140.000	-1.0	-1.0	0	0
BMLC11	BM Brascan Lajes Corporativas	Tijolo: Escritórios	BTG Pactual	0,0064	R$0,59	R$106,59 M	R$106,76	21/09/2011	Títulos e Valores Mobiliários Gestão Ativa	998.405	0,00081	0,00628	0,00628	10
BNFS11	Banrisul Novas Fronteiras	Tijolo: Bancário	Oliveira Trust	0,0083	R$1,01	R$72,88 M	R$104,12	09/05/2012	Desenvolvimento para Renda Gestão Ativa	700.000	0,00048	0,00853	0,00853	10
BPFF11	Brasil Plural Absoluto Fundo de Fundos	Papel: Fundo de Fundos	Genial Investimentos Corretora de Valores	0,008199999999999999	R$0,55	R$354,10 M	R$78,82	11/12/2012	Renda Gestão Ativa	4.492.326	0,00027	0,00734	0,00734	10
BPML11	BTG Pactual Shoppings	Tijolo: Shoppings	BTG Pactual	0,004699999999999999	R$0,38	R$570,97 M	R$132,63	22/07/2019	Renda Gestão Passiva	4.305.079	0,00141	0,00421	0,00421	10
BPRP11	FII BRLPROP	Tijolo: Galpões	BTG Pactual	0,0073	R$0,79	R$145,78 M	R$108,00	07/03/2018	Renda Gestão Passiva	1.349.837	0,00047	0,00683	0,00683	9
BRCO11	Bresco Logística	Tijolo: Galpões	Oliveira Trust	0,0058	R$0,57	R$1,60 B	R$108,53	13/07/2016	Híbrido Gestão Ativa	14.778.781	0,00037	0,00512	0,00512	10
BRCR11	BTG Pactual Corporate Office	Tijolo: Escritórios	BTG Pactual	0,006500000000000001	R$0,46	R$2,86 B	R$107,27	21/05/2007	Híbrido Gestão Ativa	26.638.202	0,00035	0,00570	0,00570	10
BREV11	Brazil Real Estate Victory Fund I	Tijolo: Escritórios	BR-CAPITAL	0,0059	R$0,53	R$101,69 M	R$105,13	22/09/2016	Renda Gestão Ativa	967.201	0,00082	0,00445	0,00445	4
BRHT11B	BR Hotéis	Tijolo: Hotéis	BNY Mellon	0,0	R$0,86	R$151,09 M	R$82,04	18/12/2012	Não Informado	1.841.677	-1.0	-1.0	0	0
BRIM11	Brio Real Estate II	Tijolo: Desenvolvimento	BRL Trust DTVM	0,0	R$0,00	R$121,06 M	R$975,18	23/12/2015	Híbrido Gestão Ativa	124.137	-1.0	-1.0	0	0
BRIP11	Brio Real Estate III	Tijolo: Desenvolvimento	BRL Trust DTVM	0,0	R$0,00	R$116,82 M	R$986,07	08/07/2020	Híbrido Gestão Ativa	118.474	-1.0	-1.0	0	0
BRLA11	BRL Prop II	Tijolo: Galpões	BTG Pactual	0,0067	R$0,98	R$240,13 M	R$161,37	24/07/2020	Renda Gestão Passiva	1.488.031	-1.0	-1.0	0	0
BTAL11	BTG Pactual Agro Logística	Tijolo: Outros	BTG Pactual	0,0083	R$0,80	R$612,34 M	R$102,35	22/01/2021	Renda Gestão Ativa	5.982.736	0,00224	0,00570	0,00570	8
BTCR11	BTG Pactual Crédito Imobiliário	Papel: CRIs	BTG Pactual	0,008199999999999999	R$0,75	R$469,64 M	R$97,64	01/03/2018	Títulos e Valores Mobiliários Gestão Ativa	4.810.097	0,00068	0,00725	0,00725	10
BTLG11	BTG Pactual Logística	Tijolo: Galpões	BTG Pactual	0,0067	R$0,72	R$1,53 B	R$100,25	16/04/2010	Renda Gestão Ativa	15.228.960	0,00059	0,00601	0,00601	10
BTRA11	BTG Pactual Terras Agrícolas	Indefinido	BTG Pactual	0,0062	R$0,55	R$336,05 M	R$99,88	14/04/2021	Renda Gestão Ativa	3.364.559	0,00196	0,00497	0,00497	3
BTSG11	BTSP I	Tijolo: Desenvolvimento	Inter DTVM	0,0	R$0,00	R$75,52 M	R$97,44	17/02/2020	Desenvolvimento para Renda Gestão Ativa	775.015	-1.0	-1.0	0	0
BTWR11	Btowers	Tijolo: Escritórios	BRL Trust DTVM	0,002	R$0,21	R$87,64 M	R$108,29	28/07/2014	Renda Gestão Passiva	809.270	-1.0	-1.0	0	0
BVAR11	Brasil Varejo	Tijolo: Varejo	Rio Bravo Investimentos	0,16190000000000002	R$16,19	R$624,08 M	R$997,66	27/10/2014	Renda Gestão Passiva	625.540	-1.0	-1.0	0	0
BZLI11	Brazil Realty	Híbrido (Tijolo/Papel)	Índigo Investimentos DTVM	0,0	R$0,00	R$431,46 M	R$11,03	30/11/-0001	Títulos e Valores Mobiliários Gestão Ativa	39.134.186	-1.0	-1.0	0	0
CARE11	Brazilian Graveyard and Death Care	Tijolo: Outros	Planner Trustee DTVM LTDA	0,0033	R$0,00	R$285,66 M	R$1,60	12/12/2011	Títulos e Valores Mobiliários Gestão Ativa	178.866.845	0,00205	0,00324	0,00324	9
CBOP11	Castello Branco Office Park	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,0077	R$0,49	R$131,91 M	R$93,23	17/12/2012	Renda Gestão Passiva	1.415.000	0,00157	0,00731	0,00731	10
CEOC11	Cyrela Commercial Properties	Tijolo: Escritórios	BTG Pactual	0,0074	R$0,46	R$156,60 M	R$86,25	04/10/2012	Renda Gestão Passiva	1.815.696	0,00047	0,00666	0,00666	10
CFHI11	CF2	Tijolo: Desenvolvimento	Vórtx DTVM LTDA	0,0	R$36,51	R$80,57 M	R$1.064,60	23/09/2019	Híbrido Gestão Ativa	75.680	-1.0	-1.0	0	0
CJCT11	Cidade Jardim Continental Tower	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,0052	R$0,33	R$181,83 M	R$67,10	15/12/2010	Renda Gestão Passiva	2.710.000	0,00242	0,00188	0,00188	9
CNES11	CENESP	Tijolo: Escritórios	BTG Pactual	0,0028000000000000004	R$0,11	R$257,23 M	R$87,22	06/04/2011	Renda Gestão Passiva	2.949.248	0,00089	0,00259	0,00259	10
CORM11	Core Metropolis	Tijolo: Híbrido	BTG Pactual	0,0103	R$1,06	R$87,42 M	R$95,31	08/12/2020	Híbrido Gestão Ativa	917.304	0,00024	0,01012	0,01012	5
CPFF11	Capitania Reit FoF	Papel: Fundo de Fundos	BTG Pactual	0,0095	R$0,72	R$427,65 M	R$78,47	03/12/2019	Títulos e Valores Mobiliários Gestão Ativa	5.449.778	0,00076	0,00966	0,00966	10
CPTS11	Capitania Securities II	Papel: CRIs	BTG Pactual	0,0102	R$1,00	R$2,43 B	R$94,14	13/08/2014	Títulos e Valores Mobiliários Gestão Ativa	25.781.435	0,00024	0,01006	0,01006	10
CRFF11	Caixa Rio Bravo II	Papel: Fundo de Fundos	Caixa Econômica Federal	0,0058	R$0,40	R$60,37 M	R$87,49	05/11/2018	Títulos e Valores Mobiliários Gestão Ativa	690.040	0,00047	0,00572	0,00572	10
CTXT11	Centro Têxtil Internacional	Tijolo: Outros	Rio Bravo Investimentos	0,0005	R$0,01	R$123,24 M	R$47,50	01/08/1995	Desenvolvimento para Renda Gestão Passiva	2.594.279	0,00233	0,00322	0,00322	10
CVBI11	VBI CRI	Papel: CRIs	BRL Trust DTVM	0,0121	R$1,23	R$990,96 M	R$99,93	11/10/2017	Títulos e Valores Mobiliários Gestão Ativa	9.916.926	0,00285	0,01075	0,01075	10
CXCE11B	Caixa Cedae	Tijolo: Escritórios	Caixa Econômica Federal	0,0144	R$0,83	R$139,21 M	R$81,27	11/08/2009	Renda Gestão Passiva	1.712.950	0,00273	0,01131	0,01131	10
CXCO11	Caixa Imóveis Corporativos	Tijolo: Escritórios	Vórtx DTVM LTDA	0,0072	R$0,65	R$393,91 M	R$100,37	10/12/2020	Renda Gestão Ativa	3.924.500	0,00052	0,00663	0,00663	6
CXRI11	Caixa Rio Bravo	Papel: Fundo de Fundos	Caixa Econômica Federal	0,0064	R$0,45	R$140,51 M	R$89,17	24/12/2012	Títulos e Valores Mobiliários Gestão Ativa	1.575.760	0,00059	0,00569	0,00569	10
CXTL11	Caixa SEQ Logística Renda	Tijolo: Galpões	Caixa Econômica Federal	0,0024	R$0,83	R$34,05 M	R$635,29	04/11/2010	Renda Gestão Passiva	53.597	0,00504	0,00498	0,00498	8
DAMT11B	Diamante	Tijolo: Shoppings	BTG Pactual	0,0	R$0,00	R$106,30 M	R$0,89	30/11/-0001	Renda Gestão Passiva	120.013.824	-1.0	-1.0	0	0
DEVA11	Devant Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0131	R$1,33	R$1,08 B	R$98,20	02/07/2020	Títulos e Valores Mobiliários Gestão Ativa	10.947.069	0,00309	0,01308	0,01308	10
DMAC11	MAC FII	Tijolo: Desenvolvimento	Oliveira Trust	0,22769999999999999	R$2,96	R$1,37 M	R$8,75	27/07/2018	Desenvolvimento para Venda Gestão Passiva	156.108	0,12197	0,06704	0,06704	10
DOVL11B	DOVEL	Tijolo: Escritórios	BNY Mellon	0,0009	R$0,86	R$71,17 M	R$1.142,79	28/11/2008	Títulos e Valores Mobiliários Gestão Ativa	62.278	-1.0	-1.0	0	0
DRIT11B	Multigestão Renda Comercial	Tijolo: Escritórios	Banco Daycoval S.A.	0,0046	R$0,46	R$60,76 M	R$131,15	09/12/2008	Desenvolvimento para Renda Gestão Ativa	463.277	0,00071	0,00307	0,00307	7
DVFF11	Devant	Papel: Híbrido	Banco Daycoval S.A.	0,0083	R$0,70	R$101,50 M	R$92,19	09/04/2021	Títulos e Valores Mobiliários Gestão Ativa	1.100.950	0,00030	0,00750	0,00750	2
EDFO11B	Edifício Ourinvest	Tijolo: Escritórios	Oliveira Trust	0,0062	R$1,36	R$50,10 M	R$212,29	27/07/2004	Renda Gestão Passiva	236.000	0,00024	0,00552	0,00552	8
EDGA11	Edifício Galeria	Tijolo: Escritórios	BTG Pactual	0,0054	R$0,13	R$300,27 M	R$78,77	28/03/2012	Renda Gestão Passiva	3.812.055	0,00238	0,00539	0,00539	10
EGYR11	Energy Resort	Tijolo: Desenvolvimento	Reag DTVM	0,0	R$0,00	R$93,19 M	R$12,49	28/09/2020	Títulos e Valores Mobiliários Gestão Passiva	7.461.416	-1.0	-1.0	0	0
ELDO11B	Eldorado	Tijolo: Shoppings	Rio Bravo Investimentos	0,0036	R$3,93	R$973,15 M	R$1.236,13	04/03/2011	Renda Gestão Passiva	787.256	-1.0	-1.0	0	0
EQIN11	NCH EQI High Yield Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,009399999999999999	R$0,88	R$135,79 M	R$94,17	25/10/2013	Títulos e Valores Mobiliários Gestão Ativa	1.441.970	0,00143	0,00931	0,00931	10
ERCR11	Estoque Residencial e Comercial Rio de Janeiro	Tijolo: Desenvolvimento	Oliveira Trust	0,0	R$1,05	R$180,35 M	R$75.906,12	30/09/2020	Desenvolvimento para Renda Gestão Passiva	2.376	-1.0	-1.0	0	0
ERPA11	Europa 105	Tijolo: Escritórios	Oliveira Trust	0,0	R$0,00	R$53,02 M	R$106,88	25/02/2019	Renda Gestão Passiva	496.110	-1.0	-1.0	0	0
EURO11	EUROPAR	Tijolo: Galpões	COINVALORES	0,0076	R$1,55	R$108,97 M	R$283,82	03/12/2002	Híbrido Gestão Passiva	383.936	0,00252	0,00755	0,00755	10
EVBI11	VBI Consumo Essencial	Tijolo: Outros	BRL Trust DTVM	0,006500000000000001	R$0,64	R$109,93 M	R$101,55	27/09/2019	Renda Gestão Ativa	1.082.460	0,00021	0,00630	0,00630	4
FAED11	Anhanguera Educacional	Tijolo: Educacional	BTG Pactual	0,0077	R$1,13	R$137,40 M	R$213,96	27/08/2009	Renda Gestão Passiva	642.168	0,00045	0,00714	0,00714	10
FAMB11B	Edifício Almirante Barroso	Tijolo: Escritórios	BTG Pactual	0,0089	R$9,16	R$362,43 M	R$3.458,29	06/03/2003	Renda Gestão Passiva	104.800	0,00155	0,00884	0,00884	10
FATN11	Athena I	Tijolo: Escritórios	BR-CAPITAL	0,0074	R$0,75	R$81,24 M	R$100,15	28/05/2018	Renda Gestão Ativa	811.104	0,00036	0,00663	0,00663	8
FCFL11	Campus Faria Lima	Tijolo: Educacional	BTG Pactual	0,006999999999999999	R$0,73	R$352,49 M	R$101,46	18/02/2010	Renda Gestão Passiva	3.474.010	0,00070	0,00586	0,00586	10
FEXC11	BTG Pactual Fundo de CRI	Papel: CRIs	BTG Pactual	0,0089	R$0,75	R$570,51 M	R$93,47	10/04/2008	Títulos e Valores Mobiliários Gestão Ativa	6.103.509	0,00139	0,00821	0,00821	10
FIGS11	General Shopping Ativo e Renda	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0054	R$0,30	R$268,74 M	R$94,30	04/02/2013	Renda Gestão Passiva	2.850.000	0,00144	0,00399	0,00399	10
FIIB11	Industrial do Brasil	Tijolo: Galpões	COINVALORES	0,0070999999999999995	R$3,30	R$303,11 M	R$442,50	29/07/2011	Híbrido Gestão Passiva	685.000	0,00074	0,00635	0,00635	10
FIIP11B	RB Capital Renda I	Tijolo: Galpões	Oliveira Trust	0,0074	R$1,35	R$185,64 M	R$200,23	23/03/2007	Renda Gestão Passiva	927.162	0,00070	0,00624	0,00624	10
FINF11	Infra Real State	Tijolo: Galpões	Planner Trustee DTVM LTDA	0,0	R$0,21	R$91,88 M	R$112,04	04/10/2013	Desenvolvimento para Renda Gestão Ativa	820.113	-1.0	-1.0	0	0
FISC11	SC 401	Tijolo: Escritórios	BR-CAPITAL	0,0016	R$0,27	R$255,24 M	R$155,36	11/05/2012	Renda Gestão Ativa	1.642.916	-1.0	-1.0	0	0
FISD11	São Domingos	Papel: CRIs	RJI CTVM LTDA	0,0321	R$6,53	R$116,40 M	R$108,52	09/04/2014	Títulos e Valores Mobiliários Gestão Ativa	1.072.588	-1.0	-1.0	0	0
FIVN11	Vida Nova	Tijolo: Shoppings	Oliveira Trust	0,0	R$0,00	R$64,60 M	R$6,86	01/07/2014	Renda Gestão Passiva	9.412.630	-1.0	-1.0	0	0
FLCR11	Faria Lima Capital Recebíveis Imobiliários I	Papel: CRIs	BRL Trust DTVM	0,013000000000000001	R$1,33	R$50,37 M	R$100,74	04/09/2019	Títulos e Valores Mobiliários Gestão Ativa	500.000	0,00135	0,00999	0,00999	9
FLMA11	Continental Square Faria Lima	Tijolo: Escritórios	BR-CAPITAL	0,0044	R$0,58	R$214,87 M	R$155,63	09/11/2000	Renda Gestão Ativa	1.380.670	0,00070	0,00364	0,00364	10
FLRP11	Floripa Shopping	Tijolo: Shoppings	BTG Pactual	0,004699999999999999	R$6,00	R$108,45 M	R$1.662,53	03/09/2009	Renda Gestão Passiva	65.232	0,00069	0,00418	0,00418	10
FMOF11	Memorial Office	Tijolo: Escritórios	COIN DTVM	0,0004	R$0,03	R$66,99 M	R$131,87	09/12/1996	Renda Gestão Passiva	508.008	0,00338	0,00472	0,00472	9
FPAB11	Projeto Agua Branca	Tijolo: Escritórios	COIN DTVM	0,0059	R$1,20	R$336,02 M	R$448,03	01/05/1998	Renda Gestão Passiva	750.000	0,00064	0,00481	0,00481	10
FPNG11	Pedra Negra Renda Imobiliária	Tijolo: Escritórios	BR-CAPITAL	0,0062	R$0,62	R$165,31 M	R$166,90	16/01/2013	Renda Gestão Ativa	990.500	-1.0	-1.0	0	0
FTCE11B	Opportunity	Híbrido (Tijolo/Papel)	BRL Trust DTVM	0,0318	R$93,89	R$2,49 B	R$2.730,09	28/02/1996	Híbrido Gestão Ativa	912.380	-1.0	-1.0	0	0
FVPQ11	Via Parque Shopping	Tijolo: Shoppings	Rio Bravo Investimentos	0,0043	R$0,50	R$549,31 M	R$196,17	06/11/1995	Renda Gestão Passiva	2.800.149	0,00234	0,00428	0,00428	10
GALG11	Guardian Logística	Tijolo: Galpões	BRL Trust DTVM	0,0084	R$0,84	R$580,87 M	R$103,49	20/07/2020	Híbrido Gestão Ativa	5.613.031	0,00032	0,00764	0,00764	9
GCFF11	Galapagos	Papel: Fundo de Fundos	BTG Pactual	0,0088	R$0,67	R$30,53 M	R$90,17	01/04/2020	Títulos e Valores Mobiliários Gestão Ativa	338.598	0,00091	0,00844	0,00844	10
GCRI11	Galapagos Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0103	R$1,02	R$101,29 M	R$101,26	02/12/2020	Títulos e Valores Mobiliários Gestão Ativa	1.000.320	0,00043	0,00992	0,00992	6
GESE11B	General Severiano	Tijolo: Educacional	Oliveira Trust	0,0077	R$11,77	R$86,14 M	R$1.656,51	04/05/2016	Renda Gestão Passiva	52.000	-1.0	-1.0	0	0
GGRC11	GGR Covepi Renda	Tijolo: Galpões	CM Capital Markets	0,006999999999999999	R$0,80	R$1,04 B	R$133,97	11/01/2017	Híbrido Gestão Ativa	7.758.429	0,00102	0,00606	0,00606	10
GSFI11	General Shopping e Outlets do Brasil	Tijolo: Shoppings	Planner Trustee DTVM LTDA	0,0002	R$0,00	R$907,02 M	R$13,24	08/04/2010	Renda Gestão Ativa	68.482.196	0,00000	0,00030	0,00030	1
GTWR11	Green Towers	Tijolo: Escritórios	Votorantim Asset Management	0,0078000000000000005	R$0,67	R$1,21 B	R$100,90	05/11/2015	Renda Gestão Ativa	12.000.000	0,00039	0,00653	0,00653	10
HAAA11	Hedge AAA	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,005699999999999999	R$0,54	R$329,47 M	R$95,36	17/04/2017	Renda Gestão Ativa	3.455.000	0,00022	0,00527	0,00527	7
HABT11	Habitat II FII	Papel: CRIs	Vórtx DTVM LTDA	0,013300000000000001	R$1,50	R$525,88 M	R$97,17	09/05/2019	Títulos e Valores Mobiliários Gestão Ativa	5.412.107	0,00183	0,01274	0,01274	10
HBCR11	HBC Renda Urbana	Tijolo: Escritórios	Banco Genial	0,0088	R$1,02	R$25,13 M	R$92,39	15/10/2020	Desenvolvimento para Renda Gestão Ativa	272.000	-1.0	-1.0	0	0
HBRH11	Multi Renda Urbana	Tijolo: Escritórios	BRL Trust DTVM	0,008	R$0,66	R$245,41 M	R$109,28	17/08/2018	Renda Gestão Ativa	2.245.672	0,00058	0,00682	0,00682	10
HCHG11	Hectare Recebíveis High Grade	Papel: CRIs	Vórtx DTVM LTDA	0,006999999999999999	R$0,65	R$114,33 M	R$95,28	06/01/2021	Títulos e Valores Mobiliários Gestão Ativa	1.200.000	0,00153	0,00510	0,00510	3
HCRI11	Hospital da Criança	Tijolo: Hospital	BTG Pactual	0,008	R$3,08	R$59,83 M	R$299,16	02/10/2000	Renda Gestão Passiva	200.000	0,00066	0,00710	0,00710	10
HCST11	Hectare Desenvolvimento Student Housing	Tijolo: Shoppings	Vórtx DTVM LTDA	0,0	R$0,00	R$30,20 M	R$105,26	30/11/-0001	Desenvolvimento para Renda Gestão Ativa	286.943	-1.0	-1.0	0	0
HCTR11	Hectare CE FII	Papel: CRIs	Vórtx DTVM LTDA	0,013000000000000001	R$1,60	R$2,34 B	R$118,79	15/09/2018	Títulos e Valores Mobiliários Gestão Ativa	19.720.457	0,00126	0,01347	0,01347	10
HFOF11	Hedge Top FOFII 3	Papel: Fundo de Fundos	Hedge Investments DTVM LTDA	0,0070999999999999995	R$0,60	R$2,03 B	R$88,23	19/10/2017	Títulos e Valores Mobiliários Gestão Ativa	22.975.000	0,00063	0,00618	0,00618	10
HGBS11	Hedge Brasil Shopping	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0046	R$0,85	R$2,14 B	R$214,40	28/12/2006	Renda Gestão Ativa	10.000.000	0,00095	0,00308	0,00308	10
HGCR11	CSHG Recebíveis Imobiliários	Papel: CRIs	Credit Suisse Hedging-Griffo	0,008100000000000001	R$0,85	R$1,27 B	R$102,75	13/01/2010	Títulos e Valores Mobiliários Gestão Ativa	12.372.450	0,00219	0,00761	0,00761	10
HGFF11	CSHG Imobiliário FOF	Papel: Fundo de Fundos	Credit Suisse Hedging-Griffo	0,0068000000000000005	R$0,50	R$257,59 M	R$89,95	20/02/2019	Títulos e Valores Mobiliários Gestão Ativa	2.863.597	0,00107	0,00640	0,00640	10
HGIC11	HGI Créditos Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0085	R$0,90	R$24,45 M	R$105,09	06/11/2020	Títulos e Valores Mobiliários Gestão Ativa	232.632	0,00127	0,00742	0,00742	6
HGLG11	CSHG Logística	Tijolo: Galpões	Credit Suisse Hedging-Griffo	0,0066	R$1,10	R$3,15 B	R$147,86	08/06/2010	Renda Gestão Ativa	21.313.413	0,00348	0,00710	0,00710	10
HGPO11	CSHG Prime Offices	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,005600000000000001	R$1,25	R$423,17 M	R$241,39	11/11/2009	Renda Gestão Passiva	1.753.057	0,00085	0,00515	0,00515	10
HGRE11	CSHG Real Estate	Tijolo: Escritórios	Credit Suisse Hedging-Griffo	0,0054	R$0,69	R$2,00 B	R$168,98	06/05/2008	Renda Gestão Ativa	11.817.767	0,00166	0,00562	0,00562	10
HGRU11	CSHG Renda Urbana	Tijolo: Educacional	Credit Suisse Hedging-Griffo	0,0063	R$0,72	R$2,16 B	R$117,55	14/02/2018	Renda Gestão Ativa	18.406.458	0,00068	0,00594	0,00594	10
